,Simulation Number,Dipole.bendingRadius,Dipole.photonEnergy,Dipole.numberRays,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,PhotonFlux,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs,AXUVCurrentAmp,GaAsPCurrentAmp
265,265,4.16875,6501.0,1000,4142040000000.0,1000.0,100.0,6501.0,0.0,0.1264825836603816,0.0890607734729189,4142040000000.0,,,,0.0008120110087569,0.000117642088479
266,266,4.16875,6601.0,1000,4105490000000.0,1000.0,100.0,6601.0,0.0,0.0939446200511166,0.1017401206191813,4105490000000.0,,,,0.0007982516654515,0.0001137142865847
267,267,4.16875,6701.0,1000,4069020000000.0,1000.0,100.0,6701.0,0.0,0.140480126550061,0.0974365336994106,4069020000000.0,,,,0.0007842344955008,0.0001099703035695
268,268,4.16875,6801.0,1000,4032620000000.0,1000.0,100.0,6801.0,0.0,0.1248334320873095,0.0791765357151293,4032620000000.0,,,,0.0007699712261922,0.0001063916597752
269,269,4.16875,6901.0,1000,3996320000000.0,1000.0,100.0,6901.0,0.0,0.1407673245469982,0.0945507630484899,3996320000000.0,,,,0.0007556089159324,0.0001029859673527
270,270,4.16875,7001.0,1000,3960120000000.0,1000.0,100.0,7001.0,0.0,0.126465959293595,0.085006743316896,3960120000000.0,,,,0.0007410557481652,9.972498395257062e-05
271,271,4.16875,7101.0,1000,3924030000000.0,1000.0,100.0,7101.0,0.0,0.1346684004474796,0.0930176714250894,3924030000000.0,,,,0.0007264420909287,9.660364705521764e-05
272,272,4.16875,7201.0,1000,3888060000000.0,1000.0,100.0,7201.0,0.0,0.1382950123614676,0.0794029350365786,3888060000000.0,,,,0.000711841797433,9.361240056243622e-05
273,273,4.16875,7301.0,1000,3852210000000.0,1000.0,100.0,7301.0,0.0,0.120121301906684,0.0795979164072173,3852210000000.0,,,,0.0006971921173759,9.073043201771172e-05
274,274,4.16875,7401.0,1000,3816500000000.0,1000.0,100.0,7401.0,0.0,0.1739132982877242,0.0794181888546219,3816500000000.0,,,,0.0006825449669576,8.79519484847935e-05
275,275,4.16875,7501.0,1000,3780940000000.0,1000.0,100.0,7501.0,0.0,0.1281397490066742,0.0769388443666182,3780940000000.0,,,,0.0006680549248796,8.526925926765376e-05
276,276,4.16875,7601.0,1000,3745520000000.0,1000.0,100.0,7601.0,0.0,0.1270882974214668,0.0955756752239501,3745520000000.0,,,,0.0006535644361539,8.265700637142976e-05
277,277,4.16875,7701.0,1000,3710260000000.0,1000.0,100.0,7701.0,0.0,0.1439126511103435,0.0722450976472404,3710260000000.0,,,,0.0006392658733601,8.011927650237141e-05
278,278,4.16875,7801.0,1000,3675170000000.0,1000.0,100.0,7801.0,0.0,0.1106100284587121,0.0689450346896264,3675170000000.0,,,,0.0006250531500274,7.763820916054692e-05
279,279,4.16875,7901.0,1000,3640240000000.0,1000.0,100.0,7901.0,0.0,0.1545343709271967,0.0757692257463144,3640240000000.0,,,,0.0006109710658001,7.520839253795993e-05
280,280,4.16875,8001.0,1000,3605490000000.0,1000.0,100.0,8001.0,0.0,0.1360096471985082,0.059401500811807,3605490000000.0,,,,0.0005970832695944,7.282044011095478e-05
281,281,4.16875,8101.0,1000,3570910000000.0,1000.0,100.0,8101.0,0.0,0.1360329943559673,0.0709246769667922,3570910000000.0,,,,0.0005833695640944,7.047019268587399e-05
282,282,4.16875,8201.0,1000,3536530000000.0,1000.0,100.0,8201.0,0.0,0.1202336810321273,0.0574701396321422,3536530000000.0,,,,0.0005698338526703,6.814530347670089e-05
283,283,4.16875,8301.0,1000,3502330000000.0,1000.0,100.0,8301.0,0.0,0.1190223779749855,0.077986101139703,3502330000000.0,,,,0.0005565783326245,6.584795031373536e-05
284,284,4.16875,8401.0,1000,3468320000000.0,1000.0,100.0,8401.0,0.0,0.1199319245450533,0.0976542484613794,3468320000000.0,,,,0.0005434863404466,6.35757665965467e-05
285,285,4.16875,8501.0,1000,3434510000000.0,1000.0,100.0,8501.0,0.0,0.1276941852360183,0.1088935504004196,3434510000000.0,,,,0.0005306077830605,6.132082293393886e-05
286,286,4.16875,8601.0,1000,3400900000000.0,1000.0,100.0,8601.0,0.0,0.1392397586757818,0.0772828727072832,3400900000000.0,,,,0.0005179627181855,5.909189711765191e-05
287,287,4.16875,8701.0,1000,3367490000000.0,1000.0,100.0,8701.0,0.0,0.1641104739031716,0.0777159177310932,3367490000000.0,,,,0.0005055566359224,5.689051807523135e-05
288,288,4.16875,8801.0,1000,3334290000000.0,1000.0,100.0,8801.0,0.0,0.1442331026132703,0.0717267776381241,3334290000000.0,,,,0.0004933959790645,5.471901423752224e-05
289,289,4.16875,8901.0,1000,3301300000000.0,1000.0,100.0,8901.0,0.0,0.1241447825175849,0.0806162085336351,3301300000000.0,,,,0.0004814522321727,5.2590596234912845e-05
290,290,4.16875,9001.0,1000,3268530000000.0,1000.0,100.0,9001.0,0.0,0.131275635258821,0.0929887003334036,3268530000000.0,,,,0.0004697466412394,5.05090066614564e-05
291,291,4.16875,9101.0,1000,3235960000000.0,1000.0,100.0,9101.0,0.0,0.1530843397243295,0.0827210803061088,3235960000000.0,,,,0.000458307999943,4.848635955911927e-05
292,292,4.16875,9201.0,1000,3203620000000.0,1000.0,100.0,9201.0,0.0,0.1507208531879931,0.0796923537134806,3203620000000.0,,,,0.0004470892781596,4.653408495860021e-05
293,293,4.16875,9301.0,1000,3171500000000.0,1000.0,100.0,9301.0,0.0,0.1319167176603459,0.0781957515643566,3171500000000.0,,,,0.0004361367861012,4.4682698947727024e-05
294,294,4.16875,9401.0,1000,3139600000000.0,1000.0,100.0,9401.0,0.0,0.1158226192603759,0.0842149774432941,3139600000000.0,,,,0.0004254076944008,4.293665318799112e-05
295,295,4.16875,9501.0,1000,3107920000000.0,1000.0,100.0,9501.0,0.0,0.1166069521433288,0.0765769811070487,3107920000000.0,,,,0.0004149149201294,4.1321324579315695e-05
296,296,4.16875,9601.0,1000,3076470000000.0,1000.0,100.0,9601.0,0.0,0.128217313369218,0.0697915230855392,3076470000000.0,,,,0.0004046808921375,3.987112035247112e-05
297,297,4.16875,9701.0,1000,3045240000000.0,1000.0,100.0,9701.0,0.0,0.1385214468703197,0.0643309041066488,3045240000000.0,,,,0.0003946635062284,3.859453458279364e-05
298,298,4.16875,9801.0,1000,3014240000000.0,1000.0,100.0,9801.0,0.0,0.1247098469178884,0.0743711849965256,3014240000000.0,,,,0.000384882518542,3.754414573442036e-05
299,299,4.16875,9901.0,1000,2983480000000.0,1000.0,100.0,9901.0,0.0,0.163008853541113,0.0979751036891352,2983480000000.0,,,,0.0003753459529656,3.673898698844989e-05
300,300,2.779166666666667,1.0,1000,567158000000.0,1000.0,100.0,1.0,0.0,0.1338232657663296,0.0815866919267636,567158000000.0,,,,,
301,301,2.779166666666667,101.0,1000,2548110000000.0,1000.0,100.0,101.0,0.0,0.1215986221522043,0.0760774510397811,2548110000000.0,,,,1.0620935555695109e-05,5.179600167577631e-06
302,302,2.779166666666667,201.0,1000,3133720000000.0,1000.0,100.0,201.0,0.0,0.1192437032690362,0.0632117154652109,3133720000000.0,,,,2.6178050872104807e-05,1.550332678481053e-05
303,303,2.779166666666667,301.0,1000,3516810000000.0,1000.0,100.0,301.0,0.0,0.1376252741977536,0.0913995503013274,3516810000000.0,,,,4.51272347242826e-05,2.4578725010221303e-05
304,304,2.779166666666667,401.0,1000,3802610000000.0,1000.0,100.0,401.0,0.0,0.1336722683101431,0.0735436955174403,3802610000000.0,,,,6.57676468128941e-05,3.539553894141312e-05
305,305,2.779166666666667,501.0,1000,4029330000000.0,1000.0,100.0,501.0,0.0,0.1219780637677464,0.0813106268725398,4029330000000.0,,,,8.759158512984895e-05,4.900300609854428e-05
306,306,2.779166666666667,601.0,1000,4215710000000.0,1000.0,100.0,601.0,0.0,0.123050125684539,0.087696325210563,4215710000000.0,,,,0.0001099109076274,6.272919642329705e-05
307,307,2.779166666666667,701.0,1000,4372510000000.0,1000.0,100.0,701.0,0.0,0.1485693872673461,0.064322982378105,4372510000000.0,,,,0.0001333895056547,7.591147379554071e-05
308,308,2.779166666666667,801.0,1000,4506540000000.0,1000.0,100.0,801.0,0.0,0.1370563279880924,0.0910802459623284,4506540000000.0,,,,0.0001573676200767,8.822377257673579e-05
309,309,2.779166666666667,901.0,1000,4622450000000.0,1000.0,100.0,901.0,0.0,0.133315390293799,0.0787142388492201,4622450000000.0,,,,0.0001817670694029,9.94912064749513e-05
310,310,2.779166666666667,1001.0,1000,4723520000000.0,1000.0,100.0,1001.0,0.0,0.1205229187830266,0.083747279668585,4723520000000.0,,,,0.0002065458278773,0.0001087722546376
311,311,2.779166666666667,1101.0,1000,4812190000000.0,1000.0,100.0,1101.0,0.0,0.110007158272597,0.0621212660329209,4812190000000.0,,,,0.0002315802186519,0.0001165095955615
312,312,2.779166666666667,1201.0,1000,4890350000000.0,1000.0,100.0,1201.0,0.0,0.133267906196762,0.0756136879384518,4890350000000.0,,,,0.0002567826905772,0.0001635255730341
313,313,2.779166666666667,1301.0,1000,4959460000000.0,1000.0,100.0,1301.0,0.0,0.1494305286929986,0.087818538218469,4959460000000.0,,,,0.0002821150875495,0.0001786437017276
314,314,2.779166666666667,1401.0,1000,5020690000000.0,1000.0,100.0,1401.0,0.0,0.145794160843995,0.0680145812433648,5020690000000.0,,,,0.0003073023747143,0.0002008201294911
315,315,2.779166666666667,1501.0,1000,5074990000000.0,1000.0,100.0,1501.0,0.0,0.1251471113194386,0.0808615090910049,5074990000000.0,,,,0.0003319799401758,0.0002156505222364
316,316,2.779166666666667,1601.0,1000,5123160000000.0,1000.0,100.0,1601.0,0.0,0.1451561722848186,0.0756342345732349,5123160000000.0,,,,0.0003553949622976,0.0002314245059288
317,317,2.779166666666667,1701.0,1000,5165850000000.0,1000.0,100.0,1701.0,0.0,0.1413912471217315,0.0664717978461733,5165850000000.0,,,,0.0003767695186065,0.0002443208878668
318,318,2.779166666666667,1801.0,1000,5203630000000.0,1000.0,100.0,1801.0,0.0,0.1090900117785669,0.0816692025700634,5203630000000.0,,,,0.000395260205935,0.0002564299301223
319,319,2.779166666666667,1901.0,1000,5236970000000.0,1000.0,100.0,1901.0,0.0,0.129522587123899,0.085478937960347,5236970000000.0,,,,0.000423054127933,0.0002677261601192
320,320,2.779166666666667,2001.0,1000,5266290000000.0,1000.0,100.0,2001.0,0.0,0.1221736459299157,0.0699972076265879,5266290000000.0,,,,0.0004490802522206,0.0002777882395388
321,321,2.779166666666667,2101.0,1000,5291940000000.0,1000.0,100.0,2101.0,0.0,0.1419868192205731,0.0836268173169498,5291940000000.0,,,,0.0004750382436804,0.0002864465715875
322,322,2.779166666666667,2201.0,1000,5314240000000.0,1000.0,100.0,2201.0,0.0,0.1431429157286498,0.0605273610549498,5314240000000.0,,,,0.0005008042780713,0.0003005955074483
323,323,2.779166666666667,2301.0,1000,5333470000000.0,1000.0,100.0,2301.0,0.0,0.1400433255067303,0.0781791498741225,5333470000000.0,,,,0.000526413887353,0.0003008291956277
324,324,2.779166666666667,2401.0,1000,5349860000000.0,1000.0,100.0,2401.0,0.0,0.1183211616258075,0.0794137277943379,5349860000000.0,,,,0.0005519756968152,0.0003019554810022
325,325,2.779166666666667,2501.0,1000,5363650000000.0,1000.0,100.0,2501.0,0.0,0.127727080673705,0.0728118204691725,5363650000000.0,,,,0.0005772746435256,0.0003063773371078
326,326,2.779166666666667,2601.0,1000,5375020000000.0,1000.0,100.0,2601.0,0.0,0.1537374184997904,0.0761423485488536,5375020000000.0,,,,0.0006024108513298,0.0003105131564656
327,327,2.779166666666667,2701.0,1000,5384150000000.0,1000.0,100.0,2701.0,0.0,0.1348268949456558,0.0748146415029435,5384150000000.0,,,,0.000627449741023,0.0003134786838686
328,328,2.779166666666667,2801.0,1000,5391200000000.0,1000.0,100.0,2801.0,0.0,0.1394871506165663,0.0708664128580613,5391200000000.0,,,,0.0006521853136773,0.0003142646125291
329,329,2.779166666666667,2901.0,1000,5396310000000.0,1000.0,100.0,2901.0,0.0,0.13665461052576,0.092124623796052,5396310000000.0,,,,0.0006768269876454,0.0003160795964066
330,330,2.779166666666667,3001.0,1000,5399610000000.0,1000.0,100.0,3001.0,0.0,0.1063175799771725,0.0771105067552399,5399610000000.0,,,,0.0007011675374358,0.0003169413886087
331,331,2.779166666666667,3101.0,1000,5401230000000.0,1000.0,100.0,3101.0,0.0,0.1382731217258583,0.0756233996884233,5401230000000.0,,,,0.0007252834518627,0.0003168923228021
332,332,2.779166666666667,3201.0,1000,5401270000000.0,1000.0,100.0,3201.0,0.0,0.1188002364416054,0.0909606515566756,5401270000000.0,,,,0.0007492179404972,0.0003169051746367
333,333,2.779166666666667,3301.0,1000,5399830000000.0,1000.0,100.0,3301.0,0.0,0.1376505911790129,0.0813943846692353,5399830000000.0,,,,0.000772743278696,0.0003160511328302
334,334,2.779166666666667,3401.0,1000,5397010000000.0,1000.0,100.0,3401.0,0.0,0.0949639800188921,0.084906336042404,5397010000000.0,,,,0.0007959398303061,0.0003143000736102
335,335,2.779166666666667,3501.0,1000,5392880000000.0,1000.0,100.0,3501.0,0.0,0.1493123031867661,0.0700324424459493,5392880000000.0,,,,0.0008188067348695,0.0003117792509847
336,336,2.779166666666667,3601.0,1000,5387530000000.0,1000.0,100.0,3601.0,0.0,0.1325918593877196,0.0738388072225266,5387530000000.0,,,,0.000841104201173,0.0003085955187311
337,337,2.779166666666667,3701.0,1000,5381030000000.0,1000.0,100.0,3701.0,0.0,0.1014547046132395,0.09355597214244,5381030000000.0,,,,0.0008628955283265,0.0003047102126334
338,338,2.779166666666667,3801.0,1000,5373450000000.0,1000.0,100.0,3801.0,0.0,0.1225137333085762,0.0827231732786156,5373450000000.0,,,,0.0008839217678252,0.000300296666919
339,339,2.779166666666667,3901.0,1000,5364850000000.0,1000.0,100.0,3901.0,0.0,0.1252664476204689,0.0656474582628018,5364850000000.0,,,,0.0009041087010343,0.0002953800226675
340,340,2.779166666666667,4001.0,1000,5355280000000.0,1000.0,100.0,4001.0,0.0,0.1459299766834704,0.0797812726530072,5355280000000.0,,,,0.0009234545001344,0.000290008759377
341,341,2.779166666666667,4101.0,1000,5344820000000.0,1000.0,100.0,4101.0,0.0,0.1520726092964723,0.0844164793212326,5344820000000.0,,,,0.0009416661566712,0.0002842815466075
342,342,2.779166666666667,4201.0,1000,5333490000000.0,1000.0,100.0,4201.0,0.0,0.143985776612452,0.0743102794963114,5333490000000.0,,,,0.0009586990224405,0.0002782192785168
343,343,2.779166666666667,4301.0,1000,5321360000000.0,1000.0,100.0,4301.0,0.0,0.1234216015395546,0.082827855184583,5321360000000.0,,,,0.0009745828373094,0.0002719006079155
344,344,2.779166666666667,4401.0,1000,5308460000000.0,1000.0,100.0,4401.0,0.0,0.1267548256093584,0.0766121432772389,5308460000000.0,,,,0.0009889406596943,0.0002653836568728
345,345,2.779166666666667,4501.0,1000,5294850000000.0,1000.0,100.0,4501.0,0.0,0.1143642830102213,0.0762255547636266,5294850000000.0,,,,0.0010019263316317,0.0002586886677962
346,346,2.779166666666667,4601.0,1000,5280550000000.0,1000.0,100.0,4601.0,0.0,0.1456686498716516,0.077581582489203,5280550000000.0,,,,0.0010133237163633,0.0002518839241335
347,347,2.779166666666667,4701.0,1000,5265610000000.0,1000.0,100.0,4701.0,0.0,0.13702871619127,0.0883062451626626,5265610000000.0,,,,0.0010231658480822,0.0002450162534212
348,348,2.779166666666667,4801.0,1000,5250060000000.0,1000.0,100.0,4801.0,0.0,0.145299677359403,0.0855476190123254,5250060000000.0,,,,0.0010314864684015,0.0002381102696465
349,349,2.779166666666667,4901.0,1000,5233930000000.0,1000.0,100.0,4901.0,0.0,0.1146827510565929,0.0876590780867676,5233930000000.0,,,,0.0010381054020967,0.0002312106784184
350,350,2.779166666666667,5001.0,1000,5217260000000.0,1000.0,100.0,5001.0,0.0,0.1255682931099234,0.0859344018258717,5217260000000.0,,,,0.0010431129335976,0.0002243526370764
351,351,2.779166666666667,5101.0,1000,5200070000000.0,1000.0,100.0,5101.0,0.0,0.1462877421618153,0.0829335510325296,5200070000000.0,,,,0.0010466448461098,0.0002175674570325
352,352,2.779166666666667,5201.0,1000,5182400000000.0,1000.0,100.0,5201.0,0.0,0.1171164230126952,0.072203283770814,5182400000000.0,,,,0.001048543329455,0.0002108702078489
353,353,2.779166666666667,5301.0,1000,5164260000000.0,1000.0,100.0,5301.0,0.0,0.1252424914245345,0.0802643898447313,5164260000000.0,,,,0.0010490677751803,0.0002043066819638
354,354,2.779166666666667,5401.0,1000,5145690000000.0,1000.0,100.0,5401.0,0.0,0.1183892708246444,0.0923181145682839,5145690000000.0,,,,0.0010480493090677,0.0001978762971753
355,355,2.779166666666667,5501.0,1000,5126710000000.0,1000.0,100.0,5501.0,0.0,0.1456724562410524,0.0746434365811626,5126710000000.0,,,,0.0010456642289442,0.0001916031083541
356,356,2.779166666666667,5601.0,1000,5107340000000.0,1000.0,100.0,5601.0,0.0,0.1344494768378756,0.0842787663199278,5107340000000.0,,,,0.0010420744089879,0.0001855169474087
357,357,2.779166666666667,5701.0,1000,5087600000000.0,1000.0,100.0,5701.0,0.0,0.1231282677312687,0.075825276348696,5087600000000.0,,,,0.00103720656628,0.0001796026895922
358,358,2.779166666666667,5801.0,1000,5067510000000.0,1000.0,100.0,5801.0,0.0,0.112766674881476,0.072608465845016,5067510000000.0,,,,0.001031168373193,0.0001738918129116
359,359,2.779166666666667,5901.0,1000,5047090000000.0,1000.0,100.0,5901.0,0.0,0.1550048097725983,0.0852135234662351,5047090000000.0,,,,0.001024193948984,0.0001683879666973
360,360,2.779166666666667,6001.0,1000,5026370000000.0,1000.0,100.0,6001.0,0.0,0.1250206768889358,0.0764931607265715,5026370000000.0,,,,0.0010161506040829,0.0001630759452622
361,361,2.779166666666667,6101.0,1000,5005350000000.0,1000.0,100.0,6101.0,0.0,0.1483005738013393,0.0799173085883014,5005350000000.0,,,,0.001007274664129,0.0001579971341544
362,362,2.779166666666667,6201.0,1000,4984050000000.0,1000.0,100.0,6201.0,0.0,0.1123232617022682,0.0887997237360883,4984050000000.0,,,,0.0009975018466678,0.0001531139357167
363,363,2.779166666666667,6301.0,1000,4962500000000.0,1000.0,100.0,6301.0,0.0,0.1284326963031894,0.07495150255253,4962500000000.0,,,,0.0009870620929707,0.000148440226
364,364,2.779166666666667,6401.0,1000,4940700000000.0,1000.0,100.0,6401.0,0.0,0.1206671340213303,0.0720446769292107,4940700000000.0,,,,0.0009759719568898,0.0001439731094004
365,365,2.779166666666667,6501.0,1000,4918670000000.0,1000.0,100.0,6501.0,0.0,0.1209047484998118,0.0958501517495911,4918670000000.0,,,,0.0009642625827956,0.0001396999090639
366,366,2.779166666666667,6601.0,1000,4896430000000.0,1000.0,100.0,6601.0,0.0,0.099225885153804,0.0789806084071782,4896430000000.0,,,,0.0009520382225427,0.000135621824499
367,367,2.779166666666667,6701.0,1000,4873990000000.0,1000.0,100.0,6701.0,0.0,0.1288528662893172,0.0842941413805766,4873990000000.0,,,,0.0009393787911404,0.0001317256144955
368,368,2.779166666666667,6801.0,1000,4851350000000.0,1000.0,100.0,6801.0,0.0,0.1015328216760008,0.0722524633980456,4851350000000.0,,,,0.0009262960328985,0.0001279920197416
369,369,2.779166666666667,6901.0,1000,4828540000000.0,1000.0,100.0,6901.0,0.0,0.1579223930550695,0.0851293199608811,4828540000000.0,,,,0.0009129618936762,0.0001244324435484
370,370,2.779166666666667,7001.0,1000,4805560000000.0,1000.0,100.0,7001.0,0.0,0.1317064404390945,0.0647801058860458,4805560000000.0,,,,0.0008992626135452,0.0001210151192092
371,371,2.779166666666667,7101.0,1000,4782430000000.0,1000.0,100.0,7101.0,0.0,0.152347275731607,0.0799130704838957,4782430000000.0,,,,0.0008853547115899,0.0001177361487517
372,372,2.779166666666667,7201.0,1000,4759160000000.0,1000.0,100.0,7201.0,0.0,0.1356233382047325,0.0859157884088093,4759160000000.0,,,,0.0008713263192109,0.0001145857811506
373,373,2.779166666666667,7301.0,1000,4735750000000.0,1000.0,100.0,7301.0,0.0,0.1322713096928859,0.0661811362770987,4735750000000.0,,,,0.000857099579167,0.0001115402959412
374,374,2.779166666666667,7401.0,1000,4712210000000.0,1000.0,100.0,7401.0,0.0,0.1059782163847491,0.0737050538026685,4712210000000.0,,,,0.0008427342378481,0.0001085937511252
375,375,2.779166666666667,7501.0,1000,4688570000000.0,1000.0,100.0,7501.0,0.0,0.1316121478160336,0.0829248112841256,4688570000000.0,,,,0.0008284242223211,0.0001057384912018
376,376,2.779166666666667,7601.0,1000,4664810000000.0,1000.0,100.0,7601.0,0.0,0.1228279436714718,0.0718046719343306,4664810000000.0,,,,0.0008139734716181,0.00010294411187
377,377,2.779166666666667,7701.0,1000,4640960000000.0,1000.0,100.0,7701.0,0.0,0.1320695353261197,0.0825183850342583,4640960000000.0,,,,0.0007996224921243,0.0001002167927521
378,378,2.779166666666667,7801.0,1000,4617030000000.0,1000.0,100.0,7801.0,0.0,0.121816549077359,0.0670942140613335,4617030000000.0,,,,0.0007852396338867,9.75350639128312e-05
379,379,2.779166666666667,7901.0,1000,4593010000000.0,1000.0,100.0,7901.0,0.0,0.1204815112405272,0.079487046397824,4593010000000.0,,,,0.0007708821986821,9.489289140572472e-05
380,380,2.779166666666667,8001.0,1000,4568920000000.0,1000.0,100.0,8001.0,0.0,0.1267210459116717,0.0721979902659843,4568920000000.0,,,,0.000756631052122,9.22789316380696e-05
381,381,2.779166666666667,8101.0,1000,4544760000000.0,1000.0,100.0,8101.0,0.0,0.1199989767366893,0.0977406326542455,4544760000000.0,,,,0.0007424647107078,8.968865440771476e-05
382,382,2.779166666666667,8201.0,1000,4520540000000.0,1000.0,100.0,8201.0,0.0,0.1338875461053081,0.0860418008548948,4520540000000.0,,,,0.0007283853733321,8.710616626426625e-05
383,383,2.779166666666667,8301.0,1000,4496280000000.0,1000.0,100.0,8301.0,0.0,0.1282098593511813,0.0798475794311241,4496280000000.0,,,,0.0007145334749761,8.453538702425016e-05
384,384,2.779166666666667,8401.0,1000,4471960000000.0,1000.0,100.0,8401.0,0.0,0.1290740967661723,0.0639785117125905,4471960000000.0,,,,0.0007007569010424,8.197291057027408e-05
385,385,2.779166666666667,8501.0,1000,4447610000000.0,1000.0,100.0,8501.0,0.0,0.1355004832453676,0.0787223338808675,4447610000000.0,,,,0.0006871246501008,7.940902931982024e-05
386,386,2.779166666666667,8601.0,1000,4423230000000.0,1000.0,100.0,8601.0,0.0,0.1295877947516636,0.0908793347212919,4423230000000.0,,,,0.0006736652750624,7.685525951592563e-05
387,387,2.779166666666667,8701.0,1000,4398820000000.0,1000.0,100.0,8701.0,0.0,0.0999606462440576,0.075724837906157,4398820000000.0,,,,0.0006603887884531,7.431385058892206e-05
388,388,2.779166666666667,8801.0,1000,4374390000000.0,1000.0,100.0,8801.0,0.0,0.1264849457213849,0.0746190085419645,4374390000000.0,,,,0.0006473061541918,7.178808942547736e-05
389,389,2.779166666666667,8901.0,1000,4349940000000.0,1000.0,100.0,8901.0,0.0,0.157078350918797,0.0625895067225421,4349940000000.0,,,,0.0006343829166744,6.929571326026013e-05
390,390,2.779166666666667,9001.0,1000,4325480000000.0,1000.0,100.0,9001.0,0.0,0.119524217796633,0.0870313956026733,4325480000000.0,,,,0.0006216493964407,6.684218842537667e-05
391,391,2.779166666666667,9101.0,1000,4301020000000.0,1000.0,100.0,9101.0,0.0,0.1266705930815121,0.0914333054063464,4301020000000.0,,,,0.0006091521137204,6.444480221973176e-05
392,392,2.779166666666667,9201.0,1000,4276550000000.0,1000.0,100.0,9201.0,0.0,0.151946834889981,0.077643724450015,4276550000000.0,,,,0.0005968247334308,6.211889706947196e-05
393,393,2.779166666666667,9301.0,1000,4252090000000.0,1000.0,100.0,9301.0,0.0,0.1217295324431793,0.0758416877028056,4252090000000.0,,,,0.0005847368333006,5.990693910409605e-05
394,394,2.779166666666667,9401.0,1000,4227630000000.0,1000.0,100.0,9401.0,0.0,0.1407837157432936,0.0836582003964963,4227630000000.0,,,,0.0005728329504013,5.781637250514298e-05
395,395,2.779166666666667,9501.0,1000,4203190000000.0,1000.0,100.0,9501.0,0.0,0.125480260227114,0.0791912729796879,4203190000000.0,,,,0.0005611361435104,5.5883477778879096e-05
396,396,2.779166666666667,9601.0,1000,4178760000000.0,1000.0,100.0,9601.0,0.0,0.1125046555731957,0.084396106143277,4178760000000.0,,,,0.0005496768454848,5.415682352959471e-05
397,397,2.779166666666667,9701.0,1000,4154360000000.0,1000.0,100.0,9701.0,0.0,0.1339077053803643,0.0885453687450753,4154360000000.0,,,,0.0005384056047258,5.2651216550871054e-05
398,398,2.779166666666667,9801.0,1000,4129970000000.0,1000.0,100.0,9801.0,0.0,0.1248500015567178,0.0890496414061162,4129970000000.0,,,,0.0005273479401452,5.144122417550827e-05
399,399,2.779166666666667,9901.0,1000,4105620000000.0,1000.0,100.0,9901.0,0.0,0.1344354595939893,0.0797432796959253,4105620000000.0,,,,0.0005165202553443,5.055717476219705e-05
