,Simulation Number,ExitSlit.totalHeight,Dipole.photonEnergy,Dipole.numberRays,PG.cFactor,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,PhotonFlux,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs,AXUVCurrentAmp,GaAsPCurrentAmp
0,0,0.1,500,100000.0,1.17577026432641,1481270000000.0,2857.0,0.0004637224667393,500.0,0.0929780953087574,0.0291218470032686,0.0088044626588768,6868981.783069528,,,,1.4905081857827355e-10,8.334686393481635e-11
1,1,0.1,520,100000.0,1.18413280440169,1492730000000.0,3483.0,5.347432541961552e-05,520.0,0.0928511783913202,0.0280484683746731,0.0087541708928638,798227.2978362268,,,,1.8028288767549865e-11,1.013485547134261e-11
2,2,0.1,540,100000.0,1.19462031821519,1503600000000.0,4106.0,3.147492800537541e-05,540.0,0.0503999999999678,0.0352670294143266,0.0092055240851967,473257.0174888247,,,,1.1108404989057688e-11,6.285229199803241e-12
3,3,0.1,560,100000.0,1.20514112000624,1513930000000.0,4465.0,0.0168812237849745,560.0,0.0522666666668101,0.0334101629132634,0.009398291190182,255569911.2478651,,,,6.198505868745098e-09,3.543120826158202e-09
4,4,0.1,580,100000.0,1.21534946177801,1523750000000.0,3258.0,0.0293536840278381,580.0,0.0541333333333113,0.0292959428105726,0.0097616889617628,447276760.3741833,,,,1.1243843568452176e-08,6.4385086927144954e-09
5,5,0.1,600,100000.0,1.21985929056978,1533090000000.0,4416.0,0.0148734886698866,600.0,0.0559999999998126,0.0364805951232307,0.0089275049077401,228023967.44916576,,,,5.9359672613865445e-09,3.387844672493232e-09
6,6,0.1,620,100000.0,1.22668718395639,1541970000000.0,5098.0,0.0179978033899087,620.0,0.0922614569546539,0.0383527743276112,0.0093252429812062,277520728.9313762,,,,7.469703948568193e-09,4.248978085046341e-09
7,7,0.1,640,100000.0,1.23422873606346,1550430000000.0,5739.0,0.0225797126184273,640.0,0.0933605120203845,0.030591963240853,0.0093223782631043,350082638.3498824,,,,9.735344433222468e-09,5.520032014145014e-09
8,8,0.1,660,100000.0,1.24231942993718,1558480000000.0,6448.0,0.0287752794671937,660.0,0.0907872612554269,0.0339945750039318,0.0092848692072056,448456975.4403215,,,,1.2866416808768076e-08,7.312804023167123e-09
9,9,0.1,680,100000.0,1.25043238280315,1566140000000.0,6742.0,0.0341363286019788,680.0,0.0933440488732671,0.030808220073488,0.0087505344225082,534622696.76703113,,,,1.5810923587409964e-08,8.997488968480355e-09
10,10,0.1,700,100000.0,1.25848494585637,1573430000000.0,7234.0,0.0425372624349115,700.0,0.0938362916976669,0.0350077582905431,0.0091432379872026,669294048.3296292,,,,2.0387118981103956e-08,1.1603753323641133e-08
11,11,0.1,720,100000.0,1.266694990595,1580380000000.0,7858.0,0.0539782835983755,720.0,0.0939886882166148,0.0362460050945067,0.0089503519535219,853061998.3320072,,,,2.6737070387469146e-08,1.5189877445152272e-08
12,12,0.1,740,100000.0,1.27448555561608,1587000000000.0,8548.0,0.0710041326947004,740.0,0.0976536082749568,0.0338955457068998,0.0097685572976705,1126835585.8648963,,,,3.631088515478543e-08,2.0567459719038843e-08
13,13,0.1,760,100000.0,1.28257035434233,1593300000000.0,8693.0,0.084667909757901,760.0,0.0983854853256221,0.0355730618550594,0.0092831848230936,1349013806.1726372,,,,4.466488862156149e-08,2.52055060326797e-08
14,14,0.1,780,100000.0,1.29084637328192,1599300000000.0,9352.0,0.104890485271514,780.0,0.1034095538216646,0.036576293971966,0.0091779964116563,1677513530.9473248,,,,5.701756848192772e-08,3.205931988822471e-08
15,15,0.1,800,100000.0,1.29941365924252,1605010000000.0,9933.0,0.1285483296475052,800.0,0.1040643483142213,0.0345725877546781,0.0093683852172252,2063213545.675424,,,,7.195183514130818e-08,4.0347179522951774e-08
16,16,0.1,820,100000.0,1.30778091275259,1610450000000.0,10259.0,0.1513421028181922,820.0,0.1070221001495773,0.0347619535441837,0.0092222285960994,2437288894.835576,,,,8.714456162245673e-08,4.87009730015501e-08
17,17,0.1,840,100000.0,1.31630553599908,1615630000000.0,10914.0,0.1840598448295861,840.0,0.1121028840883032,0.0346867196677571,0.0096435724269282,2973726071.020243,,,,1.0895402316180788e-07,6.06348295180625e-08
18,18,0.1,860,100000.0,1.32489377407417,1620550000000.0,11351.0,0.2190727163931335,860.0,0.113962860461796,0.0370250691266649,0.0094169968473799,3550182905.5089254,,,,1.33196238521867e-07,7.37746333383676e-08
19,19,0.1,880,100000.0,1.33329262758449,1625230000000.0,11825.0,0.2567106390775589,880.0,0.1174233630819866,0.0382847019654182,0.0092569761807034,4172138319.480211,,,,1.6021815636799685e-07,8.825159584732496e-08
20,20,0.1,900,100000.0,1.3422067252821,1629680000000.0,12210.0,0.2943990657323925,900.0,0.1211229333514425,0.0339714611314025,0.0096378697316419,4797762694.427654,,,,1.884583600817563e-07,1.0318346175114425e-07
21,21,0.1,920,100000.0,1.35104631264484,1633910000000.0,12498.0,0.3334158041717165,920.0,0.1243215722790721,0.0352062444690242,0.0093793273092974,5447714165.942093,,,,2.188002729537657e-07,1.1899378932411769e-07
22,22,0.1,940,100000.0,1.36010248136541,1637920000000.0,12837.0,0.3758583128088316,940.0,0.1264269172868307,0.0356630935512398,0.0095125037068589,6156258477.158415,,,,2.526702840264354e-07,1.3643252518462638e-07
23,23,0.1,960,100000.0,1.36926953155921,1641730000000.0,13355.0,0.4302123539962784,960.0,0.1305520868672366,0.0369524842880071,0.0092970601182496,7062925279.263102,,,,2.961262133661123e-07,1.5865645514337417e-07
24,24,0.1,980,100000.0,1.37836355581004,1645340000000.0,13794.0,0.4858905470757627,980.0,0.1338542484199013,0.0354352729401374,0.0096749970655793,7994551527.256354,,,,3.422070748534694e-07,1.8186009356837378e-07
25,25,0.1,1000,100000.0,1.38719560853008,1648760000000.0,14101.0,0.5437244065582708,1000.0,0.1357394525020637,0.0374828417058218,0.0096297992709536,8964710525.570147,,,,3.915660885562611e-07,2.06323876242417e-07
26,26,0.1,1020,100000.0,1.39664356222928,1652000000000.0,14119.0,0.5909844208394089,1020.0,0.1386721350031683,0.0355566074595191,0.0092030370404918,9763062632.267036,,,,4.35093378431724e-07,2.2721970401505882e-07
27,27,0.1,1040,100000.0,1.40604835471862,1655050000000.0,14356.0,0.6467909808209357,1040.0,0.1413115439474128,0.0343045030877996,0.0098512533930767,10704714128.076897,,,,4.864124023797639e-07,2.518371102790608e-07
28,28,0.1,1060,100000.0,1.4155721082738,1657940000000.0,14759.0,0.7194692073875877,1060.0,0.143191298386588,0.0348090794517444,0.0100280682915956,11928367776.961773,,,,5.524982254135813e-07,2.834870055103767e-07
29,29,0.1,1080,100000.0,1.42522230999383,1660660000000.0,14857.0,0.7804032992409076,1080.0,0.1464966789282529,0.0392233143442453,0.0094460039646381,12959845429.174055,,,,6.116898438463181e-07,3.109144118507318e-07
30,30,0.1,1100,100000.0,1.43421228863291,1663220000000.0,15192.0,0.8541662853878985,1100.0,0.1503702037938804,0.0355349581112589,0.0091517113750564,14206664491.828606,,,,6.830307627351276e-07,3.438213667464976e-07
31,31,0.1,1120,100000.0,1.44409865044327,1665630000000.0,15220.0,0.9113456061528148,1120.0,0.1507559722196163,0.0347103132504523,0.0094847964568561,15179645819.76313,,,,7.431336968909605e-07,4.650227866409478e-07
32,32,0.1,1140,100000.0,1.45381420065885,1667890000000.0,15198.0,0.961233130414644,1140.0,0.1556843850816103,0.0344292682093528,0.0095561512179879,16032311258.872808,,,,7.9898023163445e-07,4.992172249912908e-07
33,33,0.1,1160,100000.0,1.46375114566509,1670000000000.0,15557.0,1.050270494769262,1160.0,0.1573174005754248,0.0324618308018018,0.0093504823871493,17539517262.646675,,,,8.894277440465895e-07,5.670475299339722e-07
34,34,0.1,1180,100000.0,1.47374179461199,1671980000000.0,15683.0,1.1228509165291165,1180.0,0.159572818406626,0.0347505162406042,0.0099335719763116,18773842754.18352,,,,9.68576423326394e-07,6.171890853263832e-07
35,35,0.1,1200,100000.0,1.48319437300648,1673820000000.0,15792.0,1.1961337504912253,1200.0,0.1633242737149717,0.0389962521701694,0.0097337328233469,20021125942.472225,,,,1.05043323418547e-06,6.689473506721582e-07
36,36,0.1,1220,100000.0,1.49333246877473,1675530000000.0,15840.0,1.2670285544131437,1220.0,0.1638090712231976,0.0346648891675983,0.0099601386899415,21229443537.758545,,,,1.132517424839276e-06,7.205238796547146e-07
37,37,0.1,1240,100000.0,1.50355521895399,1677110000000.0,16092.0,1.3568913443829016,1240.0,0.1671963129441778,0.0352907283438726,0.0093973791846111,22756560425.780083,,,,1.233839995518565e-06,7.841465578405862e-07
38,38,0.1,1260,100000.0,1.5138667440428,1678570000000.0,16312.0,1.4482369854498107,1260.0,0.167682645722812,0.0351518512755093,0.0101876596082115,24309671566.664886,,,,1.339405261217365e-06,8.50006348617974e-07
39,39,0.1,1280,100000.0,1.52426622902487,1679910000000.0,16179.0,1.510016832488005,1280.0,0.169660252788997,0.0360078869413212,0.0096211779316662,25366923770.649246,,,,1.4197383436213823e-06,8.996032956585152e-07
40,40,0.1,1300,100000.0,1.53429754702107,1681140000000.0,16075.0,1.5746126377359926,1300.0,0.1720661633389493,0.040248848614855,0.0100178780213304,26471442898.034863,,,,1.5047606234324173e-06,9.516658780781806e-07
41,41,0.1,1320,100000.0,1.5451051452317,1682250000000.0,15975.0,1.6391221179545357,1320.0,0.1736776053624417,0.0353299307678518,0.0096968265827043,27574131829.290176,,,,1.591382173838585e-06,1.017270413535386e-06
42,42,0.1,1340,100000.0,1.55521345874571,1683250000000.0,16237.0,1.7421862585496333,1340.0,0.1757988252876207,0.0385759195731585,0.0096790173481681,29325350197.0367,,,,1.7180302274437938e-06,1.1180421132568548e-06
43,43,0.1,1360,100000.0,1.56621058572968,1684150000000.0,16503.0,1.849003227503781,1360.0,0.1760462162203077,0.0374263850793847,0.0096540888267437,31139987856.00494,,,,1.851230764987949e-06,1.211517114767557e-06
44,44,0.1,1380,100000.0,1.57645288509541,1684950000000.0,16416.0,1.9182240846174368,1380.0,0.1784810712130479,0.0350681648616874,0.0095019870277357,32321116713.7615,,,,1.9491321811636835e-06,1.2749042164170391e-06
45,45,0.1,1400,100000.0,1.58764002600254,1685640000000.0,16483.0,2.0056385165648227,1400.0,0.1800952983970421,0.035921470147514,0.0094742458462167,33807845090.62328,,,,2.068034014350606e-06,1.351389453238916e-06
46,46,0.1,1420,100000.0,1.59801278952994,1686240000000.0,16470.0,2.0837302099367774,1420.0,0.1829403998072326,0.0341050909208792,0.0093774418670384,35136692292.03792,,,,2.1790652159418453e-06,1.4226763852373477e-06
47,47,0.1,1440,100000.0,1.6093916073593,1686750000000.0,16324.0,2.144380271887739,1440.0,0.186727367538442,0.0347039120204828,0.0091157413971888,36170334236.06644,,,,2.274094702813404e-06,1.4827857517808611e-06
48,48,0.1,1460,100000.0,1.61989146064109,1687160000000.0,16688.0,2.273033721011409,1460.0,0.1895620926787548,0.0346535063652491,0.0099146221593987,38349715727.4161,,,,2.4431687975099007e-06,1.5910170440225898e-06
49,49,0.1,1480,100000.0,1.63146370843972,1687480000000.0,16521.0,2.3315906781195617,1480.0,0.191458526195717,0.0397320847642884,0.0091097880525016,39345126375.13198,,,,2.5395213577477813e-06,1.6512070360260355e-06
50,50,0.1,1500,100000.0,1.642094071436,1687720000000.0,16551.0,2.41917122542588,1500.0,0.1907074598338056,0.0368730368692034,0.0097486656908323,40828836605.75766,,,,2.6689365980859484e-06,1.7338926257886254e-06
51,51,0.1,1520,100000.0,1.65386866368164,1687870000000.0,16740.0,2.5366133076819413,1520.0,0.1933058278876473,0.0356408631567067,0.0093307592865014,42814735036.37119,,,,2.833775438381186e-06,1.8400377781184431e-06
52,52,0.1,1540,100000.0,1.66576883018961,1687940000000.0,16635.0,2.609738915291024,1540.0,0.1977321126350757,0.0378763563730137,0.0096308403559491,44050827046.76331,,,,2.9510169637327305e-06,1.926932234795382e-06
53,53,0.1,1560,100000.0,1.67662025268967,1687940000000.0,16538.0,2.684804064272029,1560.0,0.197574135532493,0.0343052474908362,0.0093080931687607,45317881722.47328,,,,3.0719276817343726e-06,2.004089813355914e-06
54,54,0.1,1580,100000.0,1.68872777614473,1687850000000.0,16628.0,2.789348449548257,1580.0,0.2004140834874577,0.0308907430257564,0.0097613408108314,47080017805.70025,,,,3.227881622803078e-06,2.1040972588512494e-06
55,55,0.1,1600,100000.0,1.69972180784833,1687690000000.0,16760.0,2.9041835852328126,1600.0,0.2031942537968236,0.0389563604082936,0.009311478917273,49013615949.61565,,,,3.3982150477597576e-06,2.212954193268874e-06
56,56,0.1,1620,100000.0,1.7120423565671,1687450000000.0,16876.0,3.0190055050585767,1620.0,0.2024941396077852,0.0344354495732472,0.0091635499092288,50944208395.11096,,,,3.570003159822751e-06,2.322931393694357e-06
57,57,0.1,1640,100000.0,1.72316997258232,1687140000000.0,16505.0,3.048049025481241,1640.0,0.2038996223839047,0.0376762494284217,0.0096413388919772,51424854328.50421,,,,3.641689307938326e-06,2.3672780404592424e-06
58,58,0.1,1660,100000.0,1.73570025312257,1686760000000.0,16579.0,3.1603515855979243,1660.0,0.2072206235490299,0.0372424641317654,0.0089632200711352,53307546405.23154,,,,3.8129689703832698e-06,2.476633110881313e-06
59,59,0.1,1680,100000.0,1.74696458987926,1686320000000.0,16818.0,3.2932098275113075,1680.0,0.2093301902550899,0.0397191801412481,0.0094080336976099,55534055963.28868,,,,4.011115609939648e-06,2.603053124245984e-06
60,60,0.1,1700,100000.0,1.75971452816092,1685800000000.0,16616.0,3.34239372286821,1700.0,0.2091195694479632,0.0339348434769842,0.0091418320226801,56346073380.11229,,,,4.107779661902458e-06,2.6638020744645924e-06
61,61,0.1,1720,100000.0,1.77259284131932,1685220000000.0,16493.0,3.404540686160304,1720.0,0.2124952535225372,0.0355410970928314,0.0090371964112519,57374000551.31067,,,,4.220701067154824e-06,2.7348561667640986e-06
62,62,0.1,1740,100000.0,1.7840729127297,1684580000000.0,16538.0,3.5026022693096133,1740.0,0.2144443300602586,0.0337168876731082,0.009514079587757,59004137308.33589,,,,4.377605648115233e-06,2.835006381119984e-06
63,63,0.1,1760,100000.0,1.79717806739436,1683880000000.0,16555.0,3.593254320230721,1760.0,0.213567190129025,0.035647375516473,0.0094384280308486,60506090847.50106,,,,4.525962894566856e-06,2.93213592340874e-06
64,64,0.1,1780,100000.0,1.80879698312742,1683120000000.0,16498.0,3.67120915680724,1780.0,0.2157955469924526,0.0357959351710181,0.0093135951600624,61790855560.054016,,,,4.657671921841314e-06,3.0193873137673173e-06
65,65,0.1,1800,100000.0,1.82212538377739,1682290000000.0,16141.0,3.6778828947715767,1800.0,0.2189777792656067,0.038317996736928,0.0096772974106268,61872656150.45276,,,,4.697683222048191e-06,3.0478240126130635e-06
66,66,0.1,1820,100000.0,1.83387836960085,1681410000000.0,16158.0,3.7656656256061263,1820.0,0.2207749834198506,0.0351797426490473,0.0093858157899106,63316278395.50397,,,,4.841134038429541e-06,3.143432679100006e-06
67,67,0.1,1840,100000.0,1.84743958356864,1680480000000.0,16246.0,3.874319626231996,1840.0,0.2203056882604391,0.0346879640389605,0.0094146171668391,65107166454.90344,,,,5.081904295440298e-06,3.256954230318028e-06
68,68,0.1,1860,100000.0,1.86114008778218,1679490000000.0,16046.0,3.907814437001445,1860.0,0.2220475365870531,0.0388579789976843,0.0092260533024413,65631352687.99557,,,,5.181044788662938e-06,3.307365082039688e-06
69,69,0.1,1880,100000.0,1.87311874637202,1678450000000.0,15975.0,3.964361422162624,1880.0,0.2241825682300119,0.0326807800510203,0.0090143025590166,66539824290.28856,,,,5.31204824420251e-06,3.377124629641455e-06
70,70,0.1,1900,100000.0,1.88705621453883,1677350000000.0,15915.0,4.028528767229092,1900.0,0.224605280237419,0.0351275829009862,0.0094298230819582,67572527277.117165,,,,5.45599383932449e-06,3.45330406424516e-06
71,71,0.1,1936,100000.0,1.91089411501287,1675250000000.0,15300.0,4.024234236756104,1936.0,0.2264811891216546,0.03795784479244,0.0091636695695468,67415984051.25664,,,,5.552764704676092e-06,3.4864842359974635e-06
72,72,0.1,1976,100000.0,1.93752271021902,1672740000000.0,14602.0,3.990510858952896,1976.0,0.23279198272975,0.0356553791298664,0.0092729541690248,66750871342.04867,,,,5.617916714837543e-06,3.495183325446732e-06
73,73,0.1,2016,100000.0,1.96452174308398,1670040000000.0,13041.0,3.6925657848704354,2016.0,0.2322806826814172,0.0341723460975327,0.0093400101482338,61667325633.65022,,,,5.30055932963648e-06,3.2666273422077057e-06
74,74,0.1,2056,100000.0,1.99424960220818,1667160000000.0,8999.0,2.636367970610374,2056.0,0.230671517600695,0.0378028749360772,0.0085550563932649,43952472258.82792,,,,3.856821459437601e-06,2.353223454178593e-06
75,75,0.1,2096,100000.0,2.02210370595017,1664110000000.0,9305.0,2.818193445748593,2096.0,0.238560133015412,0.0339722311550986,0.0087181545211563,46897838950.04692,,,,4.199341980027046e-06,2.5355473601544382e-06
76,76,0.1,2136,100000.0,2.0503324759798,1660900000000.0,9437.0,2.9497144879174004,2136.0,0.2389154720519997,0.0355833424830656,0.0088062982868825,48991807929.82011,,,,4.4740820238785085e-06,2.6728305496596813e-06
77,77,0.1,2176,100000.0,2.08169409330203,1657540000000.0,10334.0,3.328419471994817,2176.0,0.2432055881275953,0.0378844823012447,0.0084286129062609,55169884116.10289,,,,5.137249894324183e-06,3.103319558553856e-06
78,78,0.1,2216,100000.0,2.11081331072047,1654030000000.0,10456.0,3.4656514220283063,2216.0,0.2430716179214841,0.0384117033177411,0.0090149749842869,57322914215.7748,,,,5.440210082060635e-06,3.250851474251684e-06
79,79,0.1,2256,100000.0,2.14029939748533,1650380000000.0,10393.0,3.5404104278829087,2256.0,0.2499819878378177,0.0374269066946378,0.0085222778705844,58430225619.69395,,,,5.649830805578355e-06,3.290927799231873e-06
